FullAddress,SID,PID,EXID,Service,Latitude,Longitude,Company,_overlaps
3105 HIGHLAND RIDGE WAY WORLAND WY 82401,14671,,23,Fiber,44.01284651041470,-107.92891586882800,Worland,
428 WALDEN AVE NEWCASTLE WY 82701,27620,,17,Fiber,43.85740695976730,-104.20846512570900,Worland,
319 N 7 ST APT 1 THERMOPOLIS WY 82443,8461,,21,Fiber,43.64911483155300,-108.21327741001300,Worland,
Null,7568,,21,Fiber,43.64534139709170,-108.22525660518800,Worland,
418 SPRUCE ST NEWCASTLE WY 82701,27623,,17,Fiber,43.85756583589780,-104.2089851400520,Worland,
1319 RUSSELL AVE WORLAND WY 82401,12289,,23,Fiber,44.022586360846400,-107.95063051995700,Worland,
437 SPRUCE ST NEWCASTLE WY 82701,27586,,17,Fiber,43.857878277175800,-104.20930152409300,Worland,
408 BOXELDER ST DIXON WY 82323,23602,,1,Fiber,41.035799775876100,-107.5339708628020,DUBOIS,
4538 HWY 26 DUBOIS WY 82513,45505,,3,Fiber,43.60685679610830,-109.79640516334800,DUBOIS,
416 BOXELDER ST DIXON WY 82323,21620,,1,Fiber,41.036089531929300,-107.53411277699400,DUBOIS,
323 N 7 ST APT 8 THERMOPOLIS WY 82443,8468,,21,Fiber,43.649312478697400,-108.21330101218000,Worland,
1317 RUSSELL AVE WORLAND WY 82401,12288,,23,Fiber,44.02261384302130,-107.95082667532500,Worland,
309 TIMBERLINE DR WORLAND WY 82401,14670,,23,Fiber,44.01302814780360,-107.93245444157000,Worland,
1327 ODELL AVE THERMOPOLIS WY 82443,8671,,21,Fiber,43.64551104124380,-108.22502022756500,Worland,
122 3RD AVE NEWCASTLE WY 82701,27404,,17,Fiber,43.85229113450240,-104.22040305816300,Worland,
132 GOVERNMENT VALLEY RD SUNDANCE WY 82729,50419,,78,Fiber,44.41730106818590,-104.35146854957300,Forsyth,
315 CEDAR ST DIXON WY 82323,23619,,1,Fiber,41.036082814645500,-107.53485282267800,DUBOIS,
1313 RUSSELL AVE WORLAND WY 82401,12287,,23,Fiber,44.0225945403017,-107.95109429433200,Worland,
205 BUTLER AVE PINE BLUFFS WY 82082,5321,,19,Fiber,41.18252648124400,-104.05754834964200,Worland,
411 BOXELDER ST DIXON WY 82323,23779,,1,Fiber,41.035785719274700,-107.53467131598700,DUBOIS,
631 MONDELL ST THERMOPOLIS WY 82443,8456,,21,Fiber,43.64928221830800,-108.2128900825660,Worland,
8 HUTT DR NEWCASTLE WY 82701,28775,,17,Fiber,43.83843209595160,-104.16668299187800,Worland,
207 E 5TH ST PINE BLUFFS WY 82082,5683,,19,Fiber,41.180022787271900,-104.06661867352000,Worland,
1309 RUSSELL AVE WORLAND WY 82401,12286,,23,Fiber,44.022593473416300,-107.95130386624500,Worland,
1308 JOHNSON AVE THERMOPOLIS WY 82443,8965,,21,Fiber,43.64493281357360,-108.22458241009900,Worland,
409 BOXELDER ST DIXON WY 82323,901640,,1,Fiber,41.03572654882810,-107.53466991957100,DUBOIS,
407 BOXELDER DIXON WY 82323,901646,,1,Fiber,41.03566938937940,-107.5346687695820,DUBOIS,
405 BOXELDER ST DIXON WY 82323,23806,,1,Fiber,41.03561973504800,-107.53466518270900,DUBOIS,
615 MONDELL ST THERMOPOLIS WY 82443,8458,,21,Fiber,43.64927587595110,-108.21245264842800,Worland,
1305 RUSSELL AVE WORLAND WY 82401,12285,,23,Fiber,44.02259936104290,-107.95155700086000,Worland,
3013 HIGHLAND RIDGE WAY WORLAND WY 82401,14668,,23,Fiber,44.012801654271800,-107.93128813307600,Worland,
413 SPRUCE ST DUP-1 NEWCASTLE WY 82701,26343,,17,Fiber,43.85790096229000,-104.20882411412800,Worland,
439 SPRUCE ST NEWCASTLE WY 82701,27585,,17,Fiber,43.85784217909840,-104.20974676173100,Worland,
401 BOXELDER ST DIXON WY 82323,23647,,1,Fiber,41.03552374347790,-107.53466143155300,DUBOIS,
1304 JOHNSON AVE THERMOPOLIS WY 82443,8964,,21,Fiber,43.644938778606900,-108.22433283497600,Worland,
1301 RUSSELL AVE WORLAND WY 82401,12284,,23,Fiber,44.022594303216000,-107.95179847129400,Worland,
4514 HWY 26 DUBOIS WY 82513,45514,,3,Fiber,43.60931268442150,-109.7972187536050,DUBOIS,
309 BOXELDER ST DIXON WY 82323,23644,,1,Fiber,41.03489612514000,-107.53464357933300,DUBOIS,
619 MONDELL ST THERMOPOLIS WY 82443,8457,,21,Fiber,43.64928190019600,-108.21266290485900,Worland,
92 GOVERNMENT VALLEY RD SUNDANCE WY 82729,50030,,78,Fiber,44.41661372573500,-104.35196707006200,Forsyth,
80 OLD HWY 85 RD NEWCASTLE WY 82701,29153,,17,Fiber,43.83548597255620,-104.16667143722100,Worland,
1300 RUSSELL AVE WORLAND WY 82401,12299,,23,Fiber,44.022217790251500,-107.95059569170100,Worland,
401 PINE CREST PL WORLAND WY 82401,14667,,23,Fiber,44.01238745459070,-107.92858639680900,Worland,
512 WILLARD AVE DUP-1 NEWCASTLE WY 82701,26344,,17,Fiber,43.85810025411190,-104.21026042375000,Worland,
302 MAPLE ST DIXON WY 82323,23574,,1,Fiber,41.034629812616800,-107.53466137679100,DUBOIS,
525 SPRUCE ST NEWCASTLE WY 82701,27587,,17,Fiber,43.85781444181220,-104.21111804218000,Worland,
318 N 6 ST THERMOPOLIS WY 82443,8475,,21,Fiber,43.649181555679800,-108.21215584159000,Worland,
1212 RUSSELL AVE WORLAND WY 82401,12342,,23,Fiber,44.02221150744140,-107.95240183250100,Worland,
1302 JOHNSON AVE THERMOPOLIS WY 82443,8963,,21,Fiber,43.64492772341140,-108.22409615616500,Worland,
4774 C HWY 26 DUBOIS WY 82513,940602,,3,Fiber,43.592940377374100,-109.76779536627700,DUBOIS,
105 BEECH AVE PINE BLUFFS WY 82082,5310,,19,Fiber,41.18460841327810,-104.06217577086500,Worland,
211 BOXELDER ST DIXON WY 82323,23633,,1,Fiber,41.03405316816410,-107.53465110902700,DUBOIS,
3009 CANYON RIDGE WAY WORLAND WY 82401,13738,,23,Fiber,44.01369175579540,-107.93161744081000,Worland,
1205 RUSSELL AVE WORLAND WY 82401,12283,,23,Fiber,44.02261283540770,-107.9523665935340,Worland,
150 BRUCE RD NEWCASTLE WY 82701,29023,,17,Fiber,43.68506332551600,-104.69599998320400,Worland,
106 COTTONWOOD ST DIXON WY 82323,23570,,1,Fiber,41.03294539445100,-107.53518790774100,DUBOIS,
317 N 6 ST THERMOPOLIS WY 82443,8485,,21,Fiber,43.64908473011980,-108.21164245337900,Worland,
1320 JOHNSON AVE THERMOPOLIS WY 82443,8680,,21,Fiber,43.644957488924100,-108.22500774196400,Worland,
407 MAIN ST PINE BLUFFS WY 82082,5463,,19,Fiber,41.18050128756520,-104.06798455997000,Worland,
1201 RUSSELL AVE WORLAND WY 82401,12282,,23,Fiber,44.02260777758200,-107.95264656123900,Worland,
201 E 2ND ST PINE BLUFFS WY 82082,5301,,19,Fiber,41.183192168097800,-104.06662543655400,Worland,
104 COTTONWOOD ST DIXON WY 82323,23610,,1,Fiber,41.03283586005000,-107.53517753045400,DUBOIS,
109 HIGH MILE RD SUNDANCE WY 82729,50068,,78,Fiber,44.41612487851640,-104.35457845000300,Forsyth,
105 COTTONWOOD ST DIXON WY 82323,23931,,1,Fiber,41.032878280549600,-107.53580197480400,DUBOIS,
337 N 6 ST THERMOPOLIS WY 82443,8476,,21,Fiber,43.64925126203300,-108.21137962599500,Worland,
1200 RUSSELL AVE WORLAND WY 82401,12352,,23,Fiber,44.02222004257950,-107.95299522713100,Worland,
1312 JOHNSON AVE THERMOPOLIS WY 82443,8679,,21,Fiber,43.64495494384410,-108.22478275471400,Worland,
3025 CANYON RIDGE WAY WORLAND WY 82401,13737,,23,Fiber,44.01370655612660,-107.93029404921400,Worland,
527 WILLIAMS AVE NEWCASTLE WY 82701,27591,,17,Fiber,43.85845102907130,-104.21249967253500,Worland,
112 COTTONWOOD ST DIXON WY 82323,23609,,1,Fiber,41.03314588567660,-107.5352642999070,DUBOIS,
3 HUTT DR NEWCASTLE WY 82701,28736,,17,Fiber,43.83843415711050,-104.1657578252500,Worland,
1121 RUSSELL AVE WORLAND WY 82401,12281,,23,Fiber,44.02261816983280,-107.95300100446000,Worland,
4774 B HWY 26 DUBOIS WY 82513,46938,,3,Fiber,43.59238096418470,-109.76612150166100,DUBOIS,
115 COTTONWOOD ST DIXON WY 82323,23607,,1,Fiber,41.03313435796610,-107.53586423852600,DUBOIS,
533 MONDELL ST THERMOPOLIS WY 82443,8486,,21,Fiber,43.649236251116700,-108.21114248171200,Worland,
211 PINE ST PINE BLUFFS WY 82082,5656,,19,Fiber,41.182284891143300,-104.06521292076400,Worland,
1334 JOHNSON AVE THERMOPOLIS WY 82443,8695,,21,Fiber,43.645028969837600,-108.22544712013100,Worland,
1120 RUSSELL AVE WORLAND WY 82401,12353,,23,Fiber,44.02224191386520,-107.95355168519100,Worland,
3105 CANYON RIDGE WAY WORLAND WY 82401,13735,,23,Fiber,44.01369084682970,-107.92896572909100,Worland,
206 MAPLE ST PINE BLUFFS WY 82082,5309,,19,Fiber,41.18256307444320,-104.06440688758100,Worland,
207 STATE HIGHWAY 70 DIXON WY 82323,23569,,1,Fiber,41.033341628377900,-107.53638570404600,DUBOIS,
1325 JOHNSON AVE THERMOPOLIS WY 82443,8683,,21,Fiber,43.64453116662650,-108.22539958722800,Worland,
336 N 5 ST THERMOPOLIS WY 82443,8522,,21,Fiber,43.64929623511320,-108.21047001160700,Worland,
1117 RUSSELL AVE WORLAND WY 82401,12280,,23,Fiber,44.02264658057750,-107.9532700746440,Worland,
107 HIGH MILE RD SUNDANCE WY 82729,50067,,78,Fiber,44.416115792316800,-104.35421097356700,Forsyth,
507 WILLIAMS AVE NEWCASTLE WY 82701,27590,,17,Fiber,43.85777860125660,-104.212403210313,Worland,
211 FOREST HILL WAY NEWCASTLE WY 82701,27271,,17,Fiber,43.8530769208303,-104.22107344733500,Worland,
218 STATE HIGHWAY 70 DIXON WY 82323,23783,,1,Fiber,41.03374478475760,-107.53591919160000,DUBOIS,
201 STATE HIGHWAY 70 DIXON WY 82323,901649,,1,Fiber,41.032821284476100,-107.5395650967050,DUBOIS,
1109 RUSSELL AVE WORLAND WY 82401,12279,,23,Fiber,44.02263237520680,-107.95378031407500,Worland,
401 E 3RD ST PINE BLUFFS WY 82082,5772,,19,Fiber,41.182084030807400,-104.06385376996700,Worland,
3013 CANYON RIDGE WAY WORLAND WY 82401,13734,,23,Fiber,44.01370376994970,-107.93126809040000,Worland,
511 MONDELL ST LOT 1 THERMOPOLIS WY 82443,8487,,21,Fiber,43.6493451447905,-108.210799812194,Worland,
2517 STATE HIGHWAY 450 NEWCASTLE WY 82701,29024,,17,Fiber,43.709629201793900,-104.69673712653400,Worland,
402 MAIN ST PINE BLUFFS WY 82082,5461,,19,Fiber,41.1806820042383,-104.0685745320130,Worland,
1105 1/2 VICTOR AVE WORLAND WY 82401,15407,,23,Fiber,44.02299225012550,-107.95376881417900,Worland,
4774 HWY 26 DUBOIS WY 82513,46904,,3,Fiber,43.64297358600150,-109.7428594300100,DUBOIS,
204 STATE HIGHWAY 70 DIXON WY 82323,23549,,1,Fiber,41.03418834720030,-107.54028293663800,DUBOIS,
1315 JOHNSON AVE THERMOPOLIS WY 82443,8682,,21,Fiber,43.644559818857200,-108.2250181466320,Worland,
205 MAPLE ST DIXON WY 82323,23615,,1,Fiber,41.03419216206470,-107.53642940365000,DUBOIS,
511 MONDELL ST LOT 2 THERMOPOLIS WY 82443,8488,,21,Fiber,43.649253409289500,-108.21085071292400,Worland,
1100 VICTOR AVE WORLAND WY 82401,12268,,23,Fiber,44.02306801818510,-107.95428233929400,Worland,
205 MAPLE ST PINE BLUFFS WY 82082,5324,,19,Fiber,41.18267353654760,-104.06383419276400,Worland,
1307 JOHNSON AVE THERMOPOLIS WY 82443,8678,,21,Fiber,43.644568826113600,-108.2245939921370,Worland,
3200 CANYON RIDGE WAY WORLAND WY 82401,13733,,23,Fiber,44.01322011926100,-107.92823110478600,Worland,
431 WALKER AVE NEWCASTLE WY 82701,27603,,17,Fiber,43.857401511332700,-104.2109012691420,Worland,
309 PINE ST DIXON WY 82323,23622,,1,Fiber,41.03475860476440,-107.53707939419700,DUBOIS,
1022 RUSSELL AVE WORLAND WY 82401,12372,,23,Fiber,44.02224098527420,-107.95477877885000,Worland,
103 HIGH MILE RD SUNDANCE WY 82729,50032,,78,Fiber,44.41615918234150,-104.35349882882000,Forsyth,
412 E 2ND ST PINE BLUFFS WY 82082,5325,,19,Fiber,41.18271608716200,-104.06328775604100,Worland,
511 MONDELL ST LOT 3 THERMOPOLIS WY 82443,8489,,21,Fiber,43.64914159278810,-108.21088595189100,Worland,
4 HUTT DR NEWCASTLE WY 82701,28771,,17,Fiber,43.83895340832120,-104.16630012748600,Worland,
242 ELLIOTT RD NEWCASTLE WY 82701,28978,,17,Fiber,43.74302417296720,-104.66842983148700,Worland,
1021 RUSSELL AVE WORLAND WY 82401,12278,,23,Fiber,44.022869677548100,-107.9549071122120,Worland,
4774 A HWY 26 DUBOIS WY 82513,46939,,3,Fiber,43.64269494948080,-109.7425555041890,DUBOIS,
302 WILLOW ST DIXON WY 82323,23757,,1,Fiber,41.0348931188934,-107.53764699620400,DUBOIS,
1100 E HIGHWAY 16 WORLAND WY 82401,13729,,23,Fiber,44.01835484193970,-107.92878507120200,Worland,
105 ASPEN ST DIXON WY 82323,23915,,1,Fiber,41.03514898108620,-107.53775013931800,DUBOIS,
306 N 5 ST THERMOPOLIS WY 82443,8519,,21,Fiber,43.6486035027662,-108.21047299610400,Worland,
905 RUSSELL AVE WORLAND WY 82401,12234,,23,Fiber,44.02270118923040,-107.9568131378220,Worland,
118 CAMP CREEK RD VOLBORG MT 59351,20882,,32,Fiber,45.710700866416200,-105.7239824444020,Forsyth,
1303 JOHNSON AVE THERMOPOLIS WY 82443,8677,,21,Fiber,43.644549638468700,-108.22431479109200,Worland,
204 BEECH AVE PINE BLUFFS WY 82082,5326,,19,Fiber,41.18272483723630,-104.06300296933300,Worland,
1301 JOHNSON AVE THERMOPOLIS WY 82443,8962,,21,Fiber,43.644538782036800,-108.22416077462800,Worland,
119 ASPEN ST DIXON WY 82323,23621,,1,Fiber,41.03514678342480,-107.53705464204000,DUBOIS,
833 RUSSELL AVE WORLAND WY 82401,12233,,23,Fiber,44.02300574415730,-107.95712563380400,Worland,
101 HIGH MILE RD SUNDANCE WY 82729,50031,,78,Fiber,44.41612232731580,-104.35296323485700,Forsyth,
3000 S SWEET 16 DR WORLAND WY 82401,13721,,23,Fiber,44.01860204076050,-107.93123156454000,Worland,
314 N 5 ST THERMOPOLIS WY 82443,8520,,21,Fiber,43.648833400453100,-108.21043085719900,Worland,
415 WILLARD AVE NEWCASTLE WY 82701,26353,,17,Fiber,43.856768043197500,-104.21010271089100,Worland,
408 MAIN ST PINE BLUFFS WY 82082,5458,,19,Fiber,41.180272846573700,-104.06855191555100,Worland,
829 RUSSELL AVE WORLAND WY 82401,12232,,23,Fiber,44.02290111099780,-107.95726146948000,Worland,
202 CHESTNUT AVE PINE BLUFFS WY 82082,5312,,19,Fiber,41.18267051642510,-104.06164819944900,Worland,
108 ASPEN ST DIXON WY 82323,23620,,1,Fiber,41.03552281051380,-107.5374546741350,DUBOIS,
922 1/2 S SUMMIT AVE NEWCASTLE WY 82701,28491,,17,Fiber,43.847052226491600,-104.19315895587700,Worland,
418 WILLOW ST DIXON WY 82323,23887,,1,Fiber,41.035933334170700,-107.53762429760000,DUBOIS,
510 BIG HORN ST THERMOPOLIS WY 82443,8508,,21,Fiber,43.64861956759920,-108.21069951667300,Worland,
825 RUSSELL AVE WORLAND WY 82401,12246,,23,Fiber,44.02264057441280,-107.95713272540700,Worland,
334 RAMSHORN RANCH RD DUBOIS WY 82513,45524,,3,Fiber,43.68242672822960,-109.76784470630700,DUBOIS,
2908 S SWEET 16 DR WORLAND WY 82401,13720,,23,Fiber,44.01856981467620,-107.9316167562930,Worland,
1245 JOHNSON AVE THERMOPOLIS WY 82443,8961,,21,Fiber,43.64454673546700,-108.22390013770100,Worland,
412 PINE ST DIXON WY 82323,23624,,1,Fiber,41.035867674608600,-107.53649500781900,DUBOIS,
821 RUSSELL AVE WORLAND WY 82401,12245,,23,Fiber,44.02259410564470,-107.9572237936300,Worland,
500 E 2ND ST PINE BLUFFS WY 82082,5313,,19,Fiber,41.18273439405370,-104.06238419278900,Worland,
2802 STATE HIGHWAY 450 NEWCASTLE WY 82701,29022,,17,Fiber,43.68970409626140,-104.75257087369200,Worland,
518 BIG HORN ST THERMOPOLIS WY 82443,8509,,21,Fiber,43.64866247340670,-108.21096322023900,Worland,
111 HIGH MILE RD SUNDANCE WY 82729,50069,,78,Fiber,44.41599298129790,-104.3547938813870,Forsyth,
1235 JOHNSON AVE THERMOPOLIS WY 82443,8947,,21,Fiber,43.64454144643600,-108.22367410998400,Worland,
817 RUSSELL AVE WORLAND WY 82401,12248,,23,Fiber,44.022733966252200,-107.95759302243200,Worland,
108 COUNTRY DR WORLAND WY 82401,13716,,23,Fiber,44.01604182000460,-107.93185636483900,Worland,
206 ASPEN ST DIXON WY 82323,23623,,1,Fiber,41.035530066901000,-107.53646981757000,DUBOIS,
427 WALKER AVE NEWCASTLE WY 82701,27602,,17,Fiber,43.857242555511100,-104.21107152236300,Worland,
419 COTTONWOOD ST DIXON WY 82323,23636,,1,Fiber,41.0360726143244,-107.53595881148000,DUBOIS,
526 BIG HORN ST THERMOPOLIS WY 82443,8510,,21,Fiber,43.648653765001600,-108.21115570659300,Worland,
815 RUSSELL AVE WORLAND WY 82401,12240,,23,Fiber,44.023287320233300,-107.95750299467500,Worland,
5 BRONCO LN NEWCASTLE WY 82701,28774,,17,Fiber,43.83883360439040,-104.16391461097600,Worland,
515 E 3RD ST PINE BLUFFS WY 82082,5741,,19,Fiber,41.18208256210440,-104.061653182737,Worland,
212 3RD AVE NEWCASTLE WY 82701,27274,,17,Fiber,43.85344779694250,-104.22052030234000,Worland,
334 A RAMSHORN RANCH RD DUBOIS WY 82513,944871,,3,Fiber,43.683118650337900,-109.76744166233500,DUBOIS,
413 COTTONWOOD ST DIXON WY 82323,23630,,1,Fiber,41.03595790206700,-107.53586319805900,DUBOIS,
813 RUSSELL AVE WORLAND WY 82401,12241,,23,Fiber,44.02320183204560,-107.95751170173900,Worland,
305 CEDAR ST DIXON WY 82323,23618,,1,Fiber,41.03609979444480,-107.5352482274340,DUBOIS,
307 N 6 ST THERMOPOLIS WY 82443,8478,,21,Fiber,43.64876144692660,-108.21155393156100,Worland,
110 COUNTRY DR WORLAND WY 82401,13715,,23,Fiber,44.016025320957000,-107.9309211221110,Worland,
416 MAIN ST PINE BLUFFS WY 82082,5457,,19,Fiber,41.18003714378000,-104.06857518915000,Worland,
811 RUSSELL AVE WORLAND WY 82401,12242,,23,Fiber,44.02311932703490,-107.95752604922900,Worland,
1221 JOHNSON AVE THERMOPOLIS WY 82443,8946,,21,Fiber,43.64453482520500,-108.22345355840800,Worland,
414 COTTONWOOD ST DIXON WY 82323,23272,,1,Fiber,41.03597571119440,-107.53534909794900,DUBOIS,
100 WALNUT AVE PINE BLUFFS WY 82082,5315,,19,Fiber,41.18351076700050,-104.0604237891000,Worland,
306 ASPEN ST DIXON WY 82323,23616,,1,Fiber,41.03555254096370,-107.53520762184900,DUBOIS,
540 BIG HORN ST THERMOPOLIS WY 82443,8512,,21,Fiber,43.64866273187540,-108.2115783003880,Worland,
809 RUSSELL AVE WORLAND WY 82401,12243,,23,Fiber,44.02298873337870,-107.95753642651600,Worland,
113 HIGH MILE RD SUNDANCE WY 82729,50070,,78,Fiber,44.41572596750250,-104.35492738970300,Forsyth,
Null,10526,,21,Fiber,43.64454144643600,-108.22298877094700,Worland,
423 WALKER AVE NEWCASTLE WY 82701,27601,,17,Fiber,43.857093188558600,-104.21104901542400,Worland,
107 COUNTRY DR WORLAND WY 82401,13708,,23,Fiber,44.01744957681290,-107.9299400714650,Worland,
216 COTTONWOOD ST DIXON WY 82323,23632,,1,Fiber,41.03416160167700,-107.53524595483500,DUBOIS,
807 RUSSELL AVE WORLAND WY 82401,12244,,23,Fiber,44.022905990985000,-107.95773934491800,Worland,
435 WALKER AVE NEWCASTLE WY 82701,27604,,17,Fiber,43.857526646888200,-104.2111281182800,Worland,
704 B TRAIL LAKE RD DUBOIS WY 82513,46963,,3,Fiber,43.42978682038150,-109.55102887177800,DUBOIS,
534 BIG HORN ST THERMOPOLIS WY 82443,8511,,21,Fiber,43.648646050705500,-108.21143381241000,Worland,
1209 JOHNSON AVE THERMOPOLIS WY 82443,8942,,21,Fiber,43.64452025054050,-108.22278097878000,Worland,
805 RUSSELL AVE WORLAND WY 82401,12416,,23,Fiber,44.02263502266140,-107.95774922935200,Worland,
704 A TRAIL LAKE RD DUBOIS WY 82513,46971,,3,Fiber,43.42926525377810,-109.55200195463900,DUBOIS,
301 COTTONWOOD ST DIXON WY 82323,23627,,1,Fiber,41.034595292463200,-107.53582856146800,DUBOIS,
102 COUNTRY DR WORLAND WY 82401,13707,,23,Fiber,44.017126301161500,-107.93109288127100,Worland,
305 COTTONWOOD ST DIXON WY 82323,23626,,1,Fiber,41.03470944732780,-107.5358502196050,DUBOIS,
311 N 6TH ST THERMOPOLIS WY 82443,8477,,21,Fiber,43.64888503436160,-108.21163722366400,Worland,
801 RUSSELL AVE WORLAND WY 82401,12247,,23,Fiber,44.02261119556580,-107.95796789165900,Worland,
422 WILLARD AVE NEWCASTLE WY 82701,27606,,17,Fiber,43.85711444746740,-104.21051027268000,Worland,
112 HIGH MILE RD SUNDANCE WY 82729,50071,,78,Fiber,44.41552867951080,-104.35453472301800,Forsyth,
503 CAMBRIA ST NEWCASTLE WY 82701,27608,,17,Fiber,43.85660024918580,-104.21079503200800,Worland,
35 DIXON LN NEWCASTLE WY 82701,29141,,17,Fiber,43.83699392466210,-104.16056633413100,Worland,
206 MAPLE ST DIXON WY 82323,23625,,1,Fiber,41.03465562497190,-107.53653424436800,DUBOIS,
501 N RAILWAY AVE WORLAND WY 82401,12091,,23,Fiber,44.021529601231200,-107.95908776247800,Worland,
100 COUNTRY DR WORLAND WY 82401,13703,,23,Fiber,44.01730363766700,-107.93201796575800,Worland,
610 1/2 BIG HORN ST THERMOPOLIS WY 82443,10507,,21,Fiber,43.64875641673760,-108.21245593411300,Worland,
1100 SUNDOWN DR THERMOPOLIS WY 82443,8853,,21,Fiber,43.64388114899830,-108.2221867353480,Worland,
116 W 5TH ST PINE BLUFFS WY 82082,5478,,19,Fiber,41.17963383640310,-104.06930693848100,Worland,
1117 PULLIAM AVE WORLAND WY 82401,12765,,23,Fiber,44.01912366223470,-107.95347901680100,Worland,
619 E 2ND ST PINE BLUFFS WY 82082,5314,,19,Fiber,41.183182776832600,-104.060446268658,Worland,
913 STATE HIGHWAY 70 DIXON WY 82323,23880,,1,Fiber,41.02525263922590,-107.49612350050900,DUBOIS,
704 TRAIL LAKE RD DUBOIS WY 82513,46962,,3,Fiber,43.429598424748700,-109.55137025440300,DUBOIS,
913 A STATE HIGHWAY 70 DIXON WY 82323,23581,,1,Fiber,41.02528735093750,-107.49703497678500,DUBOIS,
610 BIG HORN ST THERMOPOLIS WY 82443,10494,,21,Fiber,43.648650365144400,-108.21245116987000,Worland,
1113 PULLIAM AVE WORLAND WY 82401,12766,,23,Fiber,44.0190942618745,-107.95367049006900,Worland,
110 HIGH MILE RD SUNDANCE WY 82729,50072,,78,Fiber,44.41574998819700,-104.35447952351800,Forsyth,
103 A COUNTRY DR  WORLAND WY 82401,11396,,23,Fiber,44.01806415329280,-107.93043056940700,Worland,
1344 CLARK ST THERMOPOLIS WY 82443,8598,,21,Fiber,43.643239058007700,-108.22554292521700,Worland,
34 A COUNTY ROAD 607 DIXON WY 82323,23961,,1,Fiber,41.02346975125220,-107.48283756120500,DUBOIS,
1109 PULLIAM AVE WORLAND WY 82401,12767,,23,Fiber,44.01912016501520,-107.95385886931600,Worland,
601 CAMBRIA ST NEWCASTLE WY 82701,27598,,17,Fiber,43.85660470705630,-104.21181137638300,Worland,
607 CAMBRIA ST NEWCASTLE WY 82701,27597,,17,Fiber,43.8566462742053,-104.21206505861100,Worland,
620 BIG HORN ST THERMOPOLIS WY 82443,10493,,21,Fiber,43.64867472084200,-108.2126532120900,Worland,
1336 CLARK ST THERMOPOLIS WY 82443,8597,,21,Fiber,43.643243810285900,-108.22535799593800,Worland,
440 TRAIL LAKE RD DUBOIS WY 82513,945378,,3,Fiber,43.464200248297500,-109.56208177771600,DUBOIS,
1105 PULLIAM AVE WORLAND WY 82401,12768,,23,Fiber,44.01912427474210,-107.95404697475700,Worland,
1048 N ROAD 11 WORLAND WY 82401,51007,,23,Fiber,44.03096640716920,-107.92881045311500,Worland,
34 COUNTY ROAD 607 DIXON WY 82323,23962,,1,Fiber,41.023310640963,-107.4817733827400,DUBOIS,
430 WALKER AVE NEWCASTLE WY 82701,27600,,17,Fiber,43.857294682289600,-104.21173933774900,Worland,
1 COUNTY ROAD 607 DIXON WY 82323,338322,,1,Fiber,41.024365618103100,-107.47935703555700,DUBOIS,
644 BIG HORN ST THERMOPOLIS WY 82443,8348,,21,Fiber,43.64864370460500,-108.21339941843300,Worland,
1101 PULLIAM AVE WORLAND WY 82401,12769,,23,Fiber,44.019127159454,-107.9542281802600,Worland,
1328 CLARK ST THERMOPOLIS WY 82443,8595,,21,Fiber,43.643242219565200,-108.22508383294200,Worland,
441 CAMBRIA ST NEWCASTLE WY 82701,27610,,17,Fiber,43.85644210353850,-104.21009241574600,Worland,
216 3RD AVE NEWCASTLE WY 82701,27275,,17,Fiber,43.853681540032600,-104.22055767700200,Worland,
48 GOVERNMENT VALLEY RD SUNDANCE WY 82729,49815,,78,Fiber,44.41558357010950,-104.3518617091100,Forsyth,
49 COUNTY ROAD 607 DIXON WY 82323,23580,,1,Fiber,41.02289124570140,-107.47646765932100,DUBOIS,
1021 PULLIAM AVE WORLAND WY 82401,12761,,23,Fiber,44.01908499522570,-107.95465901564800,Worland,
618 E 2ND ST PINE BLUFFS WY 82082,5330,,19,Fiber,41.18273062924700,-104.06024860735100,Worland,
1009 KILLDEER CIR WORLAND WY 82401,15360,,23,Fiber,44.03515399780820,-107.92410940517700,Worland,
642 BIG HORN ST THERMOPOLIS WY 82443,8469,,21,Fiber,43.64868595428280,-108.2132266461870,Worland,
1320 CLARK ST THERMOPOLIS WY 82443,8593,,21,Fiber,43.64322404557840,-108.22488691091500,Worland,
511 MARKET ST PINE BLUFFS WY 82082,5474,,19,Fiber,41.17913793204760,-104.06931304437800,Worland,
1019 PULLIAM AVE WORLAND WY 82401,12763,,23,Fiber,44.01913595189710,-107.95483885211600,Worland,
17 COUNTRYSIDE WAY NEWCASTLE WY 82701,28783,,17,Fiber,43.837333507867500,-104.16112531121600,Worland,
111 COUNTY ROAD 607 DIXON WY 82323,23821,,1,Fiber,41.01361446764030,-107.47678464573800,DUBOIS,
2736 STATE HIGHWAY 450 NEWCASTLE WY 82701,29475,,17,Fiber,43.690133751372100,-104.74563780547500,Worland,
485 COUNTY ROAD 561N SAVERY WY 82332,23592,,1,Fiber,41.07949707158910,-107.39650066863200,DUBOIS,
640 BIG HORN ST THERMOPOLIS WY 82443,8470,,21,Fiber,43.648685974165000,-108.21308347248200,Worland,
1017 1/2 PULLIAM AVE WORLAND WY 82401,15648,,23,Fiber,44.01918076369880,-107.9550783237580,Worland,
15 TWIN PEAKS RD DUBOIS WY 82513,45513,,3,Fiber,43.61184317554250,-109.79593457117800,DUBOIS,
431 CAMBRIA ST NEWCASTLE WY 82701,27611,,17,Fiber,43.85643810135060,-104.20990718528000,Worland,
